Date, Time, Type, ID0, ID1, ID2, Sensor Data, Temperature, Humidity, Raw Data,RSSI,dBm,Separation
13/3/20, 15:24:43, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0006, 0x9672,31.4,67, 0201041AFF4C0002150005000100001000800000805F9B013100069672B1,177,-28.102,3
13/3/20, 15:24:43, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0003, 0x9274,32.8,65, 0201041AFF4C0002150005000100001000800000805F9B013100039274BB,187,-23.362,3
13/3/20, 15:24:44, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0002, 0x9173,32.1,64, 0201041AFF4C0002150005000100001000800000805F9B013100029173BC,188,-22.888,3
13/3/20, 15:24:44, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0001, 0x9072,31.4,64, 0201041AFF4C0002150005000100001000800000805F9B013100019072B1,187,-28.102,3
13/3/20, 15:24:45, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0004, 0x9172,31.4,64, 0201041AFF4C0002150005000100001000800000805F9B013100049172BC,188,-22.888,3
13/3/20, 15:24:45, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0005, 0x8F72,31.4,63, 0201041AFF4C0002150005000100001000800000805F9B013100058F72B8,184,-24.784,3
13/3/20, 15:24:46, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0003, 0x9274,32.8,65, 0201041AFF4C0002150005000100001000800000805F9B013100039274BC,188,-22.888,3
13/3/20, 15:24:47, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0001, 0x9072,31.4,64, 0201041AFF4C0002150005000100001000800000805F9B013100019072B2,178,-27.628,3
13/3/20, 15:24:47, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0002, 0x9173,32.1,64, 0201041AFF4C0002150005000100001000800000805F9B013100029173B3,179,-27.154,3
13/3/20, 15:24:48, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0004, 0x9172,31.4,64, 0201041AFF4C0002150005000100001000800000805F9B013100049172B6,182,-25.732,3
13/3/20, 15:24:49, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0001, 0x8F72,31.4,63, 0201041AFF4C0002150005000100001000800000805F9B013100018F72B5,181,-26.206,3
13/3/20, 15:24:49, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0006, 0x9672,31.4,67, 0201041AFF4C0002150005000100001000800000805F9B013100069672B1,185,-28.102,3
13/3/20, 15:24:50, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0003, 0x9274,32.8,65, 0201041AFF4C0002150005000100001000800000805F9B013100039274B9,185,-24.31,3
13/3/20, 15:24:51, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0001, 0x8F72,31.4,63, 0201041AFF4C0002150005000100001000800000805F9B013100018F72B5,181,-26.206,3
13/3/20, 15:24:51, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0002, 0x9173,32.1,64, 0201041AFF4C0002150005000100001000800000805F9B013100029173B1,181,-28.102,3
13/3/20, 15:24:52, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0004, 0x9172,31.4,64, 0201041AFF4C0002150005000100001000800000805F9B013100049172B4,180,-26.68,3
13/3/20, 15:24:53, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0006, 0x9672,31.4,67, 0201041AFF4C0002150005000100001000800000805F9B013100069672B1,177,-28.102,3
13/3/20, 15:24:53, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0001, 0x8F72,31.4,63, 0201041AFF4C0002150005000100001000800000805F9B013100018F72B7,183,-25.258,3
13/3/20, 15:24:53, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0003, 0x9274,32.8,65, 0201041AFF4C0002150005000100001000800000805F9B013100039274B8,184,-24.784,3
13/3/20, 15:24:54, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0005, 0x8E72,31.4,63, 0201041AFF4C0002150005000100001000800000805F9B013100058E72B9,185,-24.31,3
13/3/20, 15:24:54, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0002, 0x9173,32.1,64, 0201041AFF4C0002150005000100001000800000805F9B013100029173BE,190,-21.94,3
13/3/20, 15:24:55, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0001, 0x8F72,31.4,63, 0201041AFF4C0002150005000100001000800000805F9B013100018F72B1,189,-28.102,3
13/3/20, 15:24:55, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0004, 0x9172,31.4,64, 0201041AFF4C0002150005000100001000800000805F9B013100049172B9,185,-24.31,3
13/3/20, 15:24:56, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0006, 0x9672,31.4,67, 0201041AFF4C0002150005000100001000800000805F9B013100069672BC,188,-22.888,3
13/3/20, 15:24:56, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0003, 0x9174,32.8,64, 0201041AFF4C0002150005000100001000800000805F9B013100039174BB,187,-23.362,3
13/3/20, 15:24:56, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0005, 0x8E72,31.4,63, 0201041AFF4C0002150005000100001000800000805F9B013100058E72B9,185,-24.31,3
13/3/20, 15:24:57, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0001, 0x8F72,31.4,63, 0201041AFF4C0002150005000100001000800000805F9B013100018F72B1,189,-28.102,3
13/3/20, 15:24:58, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0004, 0x9172,31.4,64, 0201041AFF4C0002150005000100001000800000805F9B013100049172BC,188,-22.888,3
13/3/20, 15:24:59, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0001, 0x8F72,31.4,63, 0201041AFF4C0002150005000100001000800000805F9B013100018F72B1,177,-28.102,3
13/3/20, 15:24:59, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0005, 0x8E72,31.4,63, 0201041AFF4C0002150005000100001000800000805F9B013100058E72B9,185,-24.31,3
13/3/20, 15:24:59, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0006, 0x9572,31.4,66, 0201041AFF4C0002150005000100001000800000805F9B013100069572B8,184,-24.784,3
13/3/20, 15:24:59, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0003, 0x9174,32.8,64, 0201041AFF4C0002150005000100001000800000805F9B013100039174BB,187,-23.362,3
13/3/20, 15:25:01, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0002, 0x9173,32.1,64, 0201041AFF4C0002150005000100001000800000805F9B013100029173B9,185,-24.31,3
13/3/20, 15:25:01, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0001, 0x8F72,31.4,63, 0201041AFF4C0002150005000100001000800000805F9B013100018F72B9,185,-24.31,3
13/3/20, 15:25:02, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0004, 0x9172,31.4,64, 0201041AFF4C0002150005000100001000800000805F9B013100049172BE,190,-21.94,3
13/3/20, 15:25:02, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0005, 0x8E72,31.4,63, 0201041AFF4C0002150005000100001000800000805F9B013100058E72B8,184,-24.784,3
13/3/20, 15:25:03, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0006, 0x9573,32.1,66, 0201041AFF4C0002150005000100001000800000805F9B013100069573B8,184,-24.784,3
13/3/20, 15:25:03, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0003, 0x9174,32.8,64, 0201041AFF4C0002150005000100001000800000805F9B013100039174BF,191,-21.466,3
13/3/20, 15:25:03, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0001, 0x8F72,31.4,63, 0201041AFF4C0002150005000100001000800000805F9B013100018F72B3,179,-27.154,3
13/3/20, 15:25:04, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0002, 0x9073,32.1,64, 0201041AFF4C0002150005000100001000800000805F9B013100029073BC,188,-22.888,3
13/3/20, 15:25:05, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0004, 0x9072,31.4,64, 0201041AFF4C0002150005000100001000800000805F9B013100049072BC,188,-22.888,3
13/3/20, 15:25:05, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0001, 0x8F72,31.4,63, 0201041AFF4C0002150005000100001000800000805F9B013100018F72B1,177,-28.102,3
13/3/20, 15:25:06, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0006, 0x9572,31.4,66, 0201041AFF4C0002150005000100001000800000805F9B013100069572B8,184,-24.784,3
13/3/20, 15:25:06, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0003, 0x9174,32.8,64, 0201041AFF4C0002150005000100001000800000805F9B013100039174C1,193,-20.518,3
13/3/20, 15:25:07, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0001, 0x8E72,31.4,63, 0201041AFF4C0002150005000100001000800000805F9B013100018E72BB,187,-23.362,3
13/3/20, 15:25:07, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0002, 0x9073,32.1,64, 0201041AFF4C0002150005000100001000800000805F9B013100029073B1,177,-28.102,3
13/3/20, 15:25:08, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0005, 0x8E72,31.4,63, 0201041AFF4C0002150005000100001000800000805F9B013100058E72B1,177,-28.102,3
13/3/20, 15:25:08, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0004, 0x9072,31.4,64, 0201041AFF4C0002150005000100001000800000805F9B013100049072B8,184,-24.784,3
13/3/20, 15:25:09, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0001, 0x8F72,31.4,63, 0201041AFF4C0002150005000100001000800000805F9B013100018F72B9,185,-24.31,3
